date,symbol,signal,confidence,strength,prob_up,prob_flat,prob_down,position_size_pct,sector
2026-03-05,TATASTEEL,BUY,0.5775,STRONG,0.5775,0.1752,0.2473,0.05,Metals
2026-03-05,SBIN,BUY,0.5466,MODERATE,0.5466,0.255,0.1984,0.03,Banking
2026-03-05,BPCL,BUY,0.5434,MODERATE,0.5434,0.1898,0.2668,0.03,Oil & Gas
2026-03-05,HEROMOTOCO,BUY,0.5017,MODERATE,0.5017,0.2123,0.286,0.03,Auto
2026-03-05,INDUSINDBK,BUY,0.4993,MODERATE,0.4993,0.2034,0.2973,0.03,Banking
2026-03-05,EICHERMOT,BUY,0.4902,MODERATE,0.4902,0.2454,0.2644,0.03,Auto
2026-03-05,UPL,BUY,0.4884,MODERATE,0.4884,0.2329,0.2787,0.03,Chemicals
2026-03-05,SBILIFE,BUY,0.485,MODERATE,0.485,0.2305,0.2845,0.03,Insurance
2026-03-05,ADANIENT,BUY,0.482,MODERATE,0.482,0.1939,0.3241,0.03,Conglomerate
2026-03-05,ADANIPORTS,BUY,0.4787,MODERATE,0.4787,0.203,0.3183,0.03,Infrastructure
2026-03-05,HDFCBANK,HOLD,0.4908,WEAK,0.2779,0.4908,0.2313,,Banking
2026-03-05,ONGC,SELL,0.4769,MODERATE,0.3409,0.1822,0.4769,,Oil & Gas
2026-03-05,M&M,BUY,0.4747,MODERATE,0.4747,0.231,0.2942,,Auto
2026-03-05,TATACONSUM,BUY,0.4703,MODERATE,0.4703,0.2363,0.2934,,FMCG
2026-03-05,POWERGRID,BUY,0.4665,MODERATE,0.4665,0.1956,0.3379,,Power
2026-03-05,HDFCLIFE,BUY,0.4596,MODERATE,0.4596,0.275,0.2654,,Insurance
2026-03-05,HINDALCO,BUY,0.4564,MODERATE,0.4564,0.1884,0.3552,,Metals
2026-03-05,LTIM,SELL,0.4553,MODERATE,0.343,0.2016,0.4553,,IT
2026-03-05,ASIANPAINT,HOLD,0.4153,WEAK,0.3016,0.4153,0.2832,,Consumer Goods
2026-03-05,ICICIBANK,HOLD,0.3994,WEAK,0.3245,0.3994,0.2762,,Banking
2026-03-05,KOTAKBANK,HOLD,0.383,WEAK,0.315,0.383,0.302,,Banking
2026-03-05,SUNPHARMA,HOLD,0.3687,WEAK,0.2993,0.3687,0.332,,Pharma
2026-03-05,INFY,HOLD,0.3555,WEAK,0.38,0.3555,0.2645,,IT
2026-03-05,TCS,HOLD,0.3445,WEAK,0.448,0.3445,0.2075,,IT
2026-03-05,RELIANCE,HOLD,0.3413,WEAK,0.3882,0.3413,0.2704,,Conglomerate
2026-03-05,BHARTIARTL,HOLD,0.3368,WEAK,0.4185,0.3368,0.2447,,Telecom
2026-03-05,HINDUNILVR,HOLD,0.3345,WEAK,0.3846,0.3345,0.2809,,FMCG
2026-03-05,HCLTECH,HOLD,0.3293,WEAK,0.413,0.3293,0.2577,,IT
2026-03-05,NESTLEIND,HOLD,0.3275,WEAK,0.389,0.3275,0.2834,,FMCG
2026-03-05,MARUTI,HOLD,0.3264,WEAK,0.3311,0.3264,0.3425,,Auto
2026-03-05,LT,HOLD,0.3228,WEAK,0.3824,0.3228,0.2948,,Infrastructure
2026-03-05,TECHM,HOLD,0.3193,WEAK,0.3926,0.3193,0.288,,IT
2026-03-05,APOLLOHOSP,HOLD,0.3164,WEAK,0.3782,0.3164,0.3054,,Healthcare
2026-03-05,CIPLA,HOLD,0.3134,WEAK,0.341,0.3134,0.3456,,Pharma
2026-03-05,BRITANNIA,HOLD,0.3101,WEAK,0.4012,0.3101,0.2886,,FMCG
2026-03-05,ITC,HOLD,0.307,WEAK,0.3573,0.307,0.3357,,FMCG
2026-03-05,DRREDDY,HOLD,0.3051,WEAK,0.3536,0.3051,0.3413,,Pharma
2026-03-05,TITAN,HOLD,0.301,WEAK,0.3562,0.301,0.3428,,Consumer Goods
2026-03-05,GRASIM,HOLD,0.2959,WEAK,0.3909,0.2959,0.3132,,Cement
2026-03-05,AXISBANK,HOLD,0.2928,WEAK,0.41,0.2928,0.2971,,Banking
2026-03-05,ULTRACEMCO,HOLD,0.2899,WEAK,0.3742,0.2899,0.3359,,Cement
2026-03-05,BAJAJ-AUTO,HOLD,0.2722,WEAK,0.3787,0.2722,0.3491,,Auto
2026-03-05,BAJAJFINSV,HOLD,0.2709,WEAK,0.4058,0.2709,0.3234,,Financial Services
2026-03-05,BAJFINANCE,HOLD,0.2671,WEAK,0.4463,0.2671,0.2866,,Financial Services
2026-03-05,DIVISLAB,HOLD,0.2587,WEAK,0.333,0.2587,0.4083,,Pharma
2026-03-05,JSWSTEEL,HOLD,0.2503,WEAK,0.3829,0.2503,0.3668,,Metals
2026-03-05,COALINDIA,HOLD,0.232,WEAK,0.3526,0.232,0.4154,,Mining
2026-03-05,NTPC,HOLD,0.2011,WEAK,0.3822,0.2011,0.4167,,Power
2026-03-05,WIPRO,HOLD,0.1983,WEAK,0.4442,0.1983,0.3575,,IT
