date,symbol,signal,confidence,strength,prob_up,prob_flat,prob_down,position_size_pct,sector
2026-04-01,NTPC,BUY,0.5697,STRONG,0.5697,0.2297,0.2006,0.05,Power
2026-04-01,ADANIENT,BUY,0.5533,STRONG,0.5533,0.1525,0.2942,0.05,Conglomerate
2026-04-01,HDFCLIFE,BUY,0.5496,MODERATE,0.5496,0.1681,0.2823,0.03,Insurance
2026-04-01,LTIM,BUY,0.5331,MODERATE,0.5331,0.15,0.3169,0.03,IT
2026-04-01,GRASIM,BUY,0.4969,MODERATE,0.4969,0.1875,0.3155,0.03,Cement
2026-04-01,EICHERMOT,BUY,0.4929,MODERATE,0.4929,0.1759,0.3313,0.03,Auto
2026-04-01,SBILIFE,BUY,0.4921,MODERATE,0.4921,0.3133,0.1947,0.03,Insurance
2026-04-01,TITAN,BUY,0.4921,MODERATE,0.4921,0.2245,0.2834,0.03,Consumer Goods
2026-04-01,APOLLOHOSP,BUY,0.4898,MODERATE,0.4898,0.2238,0.2864,0.03,Healthcare
2026-04-01,M&M,BUY,0.4837,MODERATE,0.4837,0.1951,0.3212,0.03,Auto
2026-04-01,ADANIPORTS,BUY,0.4825,MODERATE,0.4825,0.1721,0.3454,,Infrastructure
2026-04-01,BAJAJFINSV,BUY,0.4732,MODERATE,0.4732,0.2243,0.3025,,Financial Services
2026-04-01,HINDALCO,BUY,0.4727,MODERATE,0.4727,0.1754,0.3519,,Metals
2026-04-01,HEROMOTOCO,BUY,0.4706,MODERATE,0.4706,0.2334,0.296,,Auto
2026-04-01,DRREDDY,BUY,0.4696,MODERATE,0.4696,0.2584,0.272,,Pharma
2026-04-01,JSWSTEEL,BUY,0.4688,MODERATE,0.4688,0.1865,0.3447,,Metals
2026-04-01,TATASTEEL,BUY,0.4623,MODERATE,0.4623,0.2102,0.3274,,Metals
2026-04-01,KOTAKBANK,BUY,0.455,MODERATE,0.455,0.2296,0.3153,,Banking
2026-04-01,BAJFINANCE,BUY,0.4515,MODERATE,0.4515,0.1988,0.3497,,Financial Services
2026-04-01,BRITANNIA,HOLD,0.3825,WEAK,0.422,0.3825,0.1956,,FMCG
2026-04-01,TCS,HOLD,0.3741,WEAK,0.3152,0.3741,0.3107,,IT
2026-04-01,ONGC,HOLD,0.3674,WEAK,0.2447,0.3674,0.3879,,Oil & Gas
2026-04-01,ASIANPAINT,HOLD,0.329,WEAK,0.3532,0.329,0.3178,,Consumer Goods
2026-04-01,BPCL,HOLD,0.3279,WEAK,0.3954,0.3279,0.2767,,Oil & Gas
2026-04-01,ITC,HOLD,0.3279,WEAK,0.3515,0.3279,0.3206,,FMCG
2026-04-01,BHARTIARTL,HOLD,0.3261,WEAK,0.4138,0.3261,0.2601,,Telecom
2026-04-01,DIVISLAB,HOLD,0.3202,WEAK,0.4313,0.3202,0.2484,,Pharma
2026-04-01,HINDUNILVR,HOLD,0.319,WEAK,0.4337,0.319,0.2473,,FMCG
2026-04-01,MARUTI,HOLD,0.3146,WEAK,0.4187,0.3146,0.2667,,Auto
2026-04-01,RELIANCE,HOLD,0.3123,WEAK,0.3712,0.3123,0.3165,,Conglomerate
2026-04-01,INFY,HOLD,0.3104,WEAK,0.3487,0.3104,0.3409,,IT
2026-04-01,NESTLEIND,HOLD,0.3083,WEAK,0.3706,0.3083,0.3211,,FMCG
2026-04-01,SBIN,HOLD,0.3056,WEAK,0.4179,0.3056,0.2765,,Banking
2026-04-01,CIPLA,HOLD,0.3017,WEAK,0.4406,0.3017,0.2577,,Pharma
2026-04-01,SUNPHARMA,HOLD,0.2928,WEAK,0.4405,0.2928,0.2667,,Pharma
2026-04-01,LT,HOLD,0.2894,WEAK,0.354,0.2894,0.3566,,Infrastructure
2026-04-01,HCLTECH,HOLD,0.2861,WEAK,0.3346,0.2861,0.3792,,IT
2026-04-01,TECHM,HOLD,0.2816,WEAK,0.3237,0.2816,0.3947,,IT
2026-04-01,POWERGRID,HOLD,0.2788,WEAK,0.4426,0.2788,0.2786,,Power
2026-04-01,TATACONSUM,HOLD,0.2767,WEAK,0.4334,0.2767,0.2899,,FMCG
2026-04-01,INDUSINDBK,HOLD,0.276,WEAK,0.426,0.276,0.298,,Banking
2026-04-01,AXISBANK,HOLD,0.2613,WEAK,0.4379,0.2613,0.3008,,Banking
2026-04-01,WIPRO,HOLD,0.2498,WEAK,0.3101,0.2498,0.4401,,IT
2026-04-01,HDFCBANK,HOLD,0.2346,WEAK,0.4412,0.2346,0.3241,,Banking
2026-04-01,UPL,HOLD,0.2307,WEAK,0.4252,0.2307,0.3441,,Chemicals
2026-04-01,ICICIBANK,HOLD,0.2253,WEAK,0.4151,0.2253,0.3596,,Banking
2026-04-01,COALINDIA,HOLD,0.2137,WEAK,0.4099,0.2137,0.3764,,Mining
2026-04-01,ULTRACEMCO,HOLD,0.1891,WEAK,0.4445,0.1891,0.3664,,Cement
2026-04-01,BAJAJ-AUTO,HOLD,0.1725,WEAK,0.395,0.1725,0.4325,,Auto
