date,symbol,signal,confidence,strength,prob_up,prob_flat,prob_down,position_size_pct,sector
2026-03-09,BPCL,BUY,0.7318,STRONG,0.7318,0.122,0.1463,0.0512,Oil & Gas
2026-03-09,M&M,BUY,0.7097,STRONG,0.7097,0.1558,0.1345,0.05,Auto
2026-03-09,RELIANCE,BUY,0.6638,STRONG,0.6638,0.1876,0.1485,0.05,Conglomerate
2026-03-09,ADANIPORTS,BUY,0.658,STRONG,0.658,0.124,0.218,0.05,Infrastructure
2026-03-09,EICHERMOT,BUY,0.6502,STRONG,0.6502,0.1877,0.1622,0.05,Auto
2026-03-09,BAJFINANCE,BUY,0.6417,STRONG,0.6417,0.2227,0.1357,0.05,Financial Services
2026-03-09,POWERGRID,BUY,0.6397,STRONG,0.6397,0.1667,0.1936,0.05,Power
2026-03-09,GRASIM,BUY,0.6366,STRONG,0.6366,0.1845,0.1789,0.05,Cement
2026-03-09,JSWSTEEL,BUY,0.6337,STRONG,0.6337,0.1488,0.2175,0.05,Metals
2026-03-09,ADANIENT,BUY,0.6046,STRONG,0.6046,0.1773,0.2182,0.05,Conglomerate
2026-03-09,HEROMOTOCO,BUY,0.6022,STRONG,0.6022,0.206,0.1918,,Auto
2026-03-09,LT,BUY,0.6013,STRONG,0.6013,0.2346,0.164,,Infrastructure
2026-03-09,TATASTEEL,BUY,0.6006,STRONG,0.6006,0.1597,0.2397,,Metals
2026-03-09,BAJAJ-AUTO,BUY,0.5971,STRONG,0.5971,0.1787,0.2242,,Auto
2026-03-09,SBIN,BUY,0.5852,STRONG,0.5852,0.2403,0.1745,,Banking
2026-03-09,INDUSINDBK,BUY,0.583,STRONG,0.583,0.2073,0.2097,,Banking
2026-03-09,HINDALCO,BUY,0.5727,STRONG,0.5727,0.1743,0.253,,Metals
2026-03-09,BHARTIARTL,BUY,0.5535,STRONG,0.5535,0.2729,0.1736,,Telecom
2026-03-09,AXISBANK,BUY,0.5502,STRONG,0.5502,0.2596,0.1902,,Banking
2026-03-09,BAJAJFINSV,BUY,0.5502,STRONG,0.5502,0.2557,0.1941,,Financial Services
2026-03-09,SBILIFE,BUY,0.5482,MODERATE,0.5482,0.305,0.1468,,Insurance
2026-03-09,TATACONSUM,BUY,0.5428,MODERATE,0.5428,0.2687,0.1886,,FMCG
2026-03-09,ONGC,BUY,0.5388,MODERATE,0.5388,0.189,0.2722,,Oil & Gas
2026-03-09,UPL,BUY,0.5373,MODERATE,0.5373,0.2871,0.1756,,Chemicals
2026-03-09,DIVISLAB,BUY,0.5361,MODERATE,0.5361,0.275,0.1889,,Pharma
2026-03-09,DRREDDY,BUY,0.5339,MODERATE,0.5339,0.2604,0.2057,,Pharma
2026-03-09,ULTRACEMCO,BUY,0.5336,MODERATE,0.5336,0.2448,0.2216,,Cement
2026-03-09,MARUTI,BUY,0.522,MODERATE,0.522,0.225,0.253,,Auto
2026-03-09,BRITANNIA,BUY,0.5138,MODERATE,0.5138,0.2739,0.2123,,FMCG
2026-03-09,KOTAKBANK,BUY,0.5127,MODERATE,0.5127,0.317,0.1702,,Banking
2026-03-09,NTPC,BUY,0.5045,MODERATE,0.5045,0.2757,0.2199,,Power
2026-03-09,COALINDIA,BUY,0.5016,MODERATE,0.5016,0.2326,0.2657,,Mining
2026-03-09,WIPRO,BUY,0.4856,MODERATE,0.4856,0.3087,0.2057,,IT
2026-03-09,TITAN,BUY,0.4848,MODERATE,0.4848,0.3417,0.1736,,Consumer Goods
2026-03-09,TCS,HOLD,0.4833,WEAK,0.3743,0.4833,0.1424,,IT
2026-03-09,HCLTECH,HOLD,0.4694,WEAK,0.3589,0.4694,0.1717,,IT
2026-03-09,NESTLEIND,BUY,0.4689,MODERATE,0.4689,0.3293,0.2017,,FMCG
2026-03-09,INFY,HOLD,0.4553,WEAK,0.3875,0.4553,0.1572,,IT
2026-03-09,HDFCBANK,HOLD,0.4392,WEAK,0.3982,0.4392,0.1626,,Banking
2026-03-09,SUNPHARMA,HOLD,0.4338,WEAK,0.3382,0.4338,0.228,,Pharma
2026-03-09,HINDUNILVR,HOLD,0.4206,WEAK,0.3863,0.4206,0.1931,,FMCG
2026-03-09,LTIM,HOLD,0.419,WEAK,0.3602,0.419,0.2208,,IT
2026-03-09,ASIANPAINT,HOLD,0.4082,WEAK,0.3794,0.4082,0.2125,,Consumer Goods
2026-03-09,ICICIBANK,HOLD,0.3807,WEAK,0.4109,0.3807,0.2083,,Banking
2026-03-09,ITC,HOLD,0.38,WEAK,0.4327,0.38,0.1873,,FMCG
2026-03-09,HDFCLIFE,HOLD,0.3773,WEAK,0.4339,0.3773,0.1888,,Insurance
2026-03-09,TECHM,HOLD,0.3665,WEAK,0.448,0.3665,0.1856,,IT
2026-03-09,APOLLOHOSP,HOLD,0.3442,WEAK,0.4459,0.3442,0.2099,,Healthcare
2026-03-09,CIPLA,HOLD,0.3169,WEAK,0.4405,0.3169,0.2426,,Pharma
