date,symbol,signal,confidence,strength,prob_up,prob_flat,prob_down,position_size_pct,sector
2026-04-07,BPCL,SELL,0.5196,MODERATE,0.1815,0.2989,0.5196,0.03,Oil & Gas
2026-04-07,NTPC,SELL,0.4845,MODERATE,0.2452,0.2703,0.4845,0.03,Power
2026-04-07,BAJAJ-AUTO,SELL,0.4733,MODERATE,0.2424,0.2843,0.4733,0.03,Auto
2026-04-07,HEROMOTOCO,SELL,0.4638,MODERATE,0.2843,0.2519,0.4638,0.03,Auto
2026-04-07,CIPLA,SELL,0.4542,MODERATE,0.2255,0.3204,0.4542,0.03,Pharma
2026-04-07,TITAN,HOLD,0.5404,WEAK,0.1618,0.5404,0.2977,,Consumer Goods
2026-04-07,LT,HOLD,0.5076,WEAK,0.1687,0.5076,0.3238,,Infrastructure
2026-04-07,BHARTIARTL,HOLD,0.489,WEAK,0.1961,0.489,0.3149,,Telecom
2026-04-07,HCLTECH,HOLD,0.4439,WEAK,0.2098,0.4439,0.3462,,IT
2026-04-07,TCS,HOLD,0.4354,WEAK,0.2636,0.4354,0.301,,IT
2026-04-07,NESTLEIND,HOLD,0.4297,WEAK,0.2234,0.4297,0.347,,FMCG
2026-04-07,INDUSINDBK,HOLD,0.4264,WEAK,0.2037,0.4264,0.3699,,Banking
2026-04-07,HINDUNILVR,HOLD,0.4234,WEAK,0.2088,0.4234,0.3679,,FMCG
2026-04-07,GRASIM,HOLD,0.4227,WEAK,0.2392,0.4227,0.3381,,Cement
2026-04-07,M&M,HOLD,0.4185,WEAK,0.2292,0.4185,0.3522,,Auto
2026-04-07,HINDALCO,HOLD,0.418,WEAK,0.2641,0.418,0.3179,,Metals
2026-04-07,SUNPHARMA,HOLD,0.4018,WEAK,0.2044,0.4018,0.3938,,Pharma
2026-04-07,JSWSTEEL,HOLD,0.4014,WEAK,0.2816,0.4014,0.317,,Metals
2026-04-07,ITC,HOLD,0.4011,WEAK,0.1757,0.4011,0.4232,,FMCG
2026-04-07,ICICIBANK,HOLD,0.4001,WEAK,0.2371,0.4001,0.3629,,Banking
2026-04-07,DRREDDY,HOLD,0.3983,WEAK,0.225,0.3983,0.3767,,Pharma
2026-04-07,KOTAKBANK,HOLD,0.3956,WEAK,0.2268,0.3956,0.3777,,Banking
2026-04-07,BAJAJFINSV,HOLD,0.3927,WEAK,0.2462,0.3927,0.3611,,Financial Services
2026-04-07,ADANIPORTS,HOLD,0.3896,WEAK,0.236,0.3896,0.3744,,Infrastructure
2026-04-07,ULTRACEMCO,HOLD,0.3873,WEAK,0.2313,0.3873,0.3814,,Cement
2026-04-07,RELIANCE,HOLD,0.3857,WEAK,0.2453,0.3857,0.3689,,Conglomerate
2026-04-07,BRITANNIA,HOLD,0.3837,WEAK,0.2409,0.3837,0.3754,,FMCG
2026-04-07,APOLLOHOSP,HOLD,0.383,WEAK,0.2328,0.383,0.3841,,Healthcare
2026-04-07,UPL,HOLD,0.383,WEAK,0.2426,0.383,0.3744,,Chemicals
2026-04-07,LTIM,HOLD,0.3818,WEAK,0.2177,0.3818,0.4005,,IT
2026-04-07,ASIANPAINT,HOLD,0.3803,WEAK,0.2727,0.3803,0.347,,Consumer Goods
2026-04-07,SBILIFE,HOLD,0.3788,WEAK,0.303,0.3788,0.3182,,Insurance
2026-04-07,TATACONSUM,HOLD,0.3766,WEAK,0.2361,0.3766,0.3873,,FMCG
2026-04-07,TECHM,HOLD,0.3766,WEAK,0.235,0.3766,0.3883,,IT
2026-04-07,ADANIENT,HOLD,0.375,WEAK,0.3638,0.375,0.2612,,Conglomerate
2026-04-07,ONGC,HOLD,0.3712,WEAK,0.2365,0.3712,0.3922,,Oil & Gas
2026-04-07,BAJFINANCE,HOLD,0.3703,WEAK,0.2648,0.3703,0.3649,,Financial Services
2026-04-07,AXISBANK,HOLD,0.3695,WEAK,0.325,0.3695,0.3055,,Banking
2026-04-07,HDFCLIFE,HOLD,0.3648,WEAK,0.2223,0.3648,0.4129,,Insurance
2026-04-07,TATASTEEL,HOLD,0.3646,WEAK,0.2591,0.3646,0.3763,,Metals
2026-04-07,MARUTI,HOLD,0.3599,WEAK,0.2214,0.3599,0.4186,,Auto
2026-04-07,DIVISLAB,HOLD,0.3532,WEAK,0.2634,0.3532,0.3835,,Pharma
2026-04-07,COALINDIA,HOLD,0.3503,WEAK,0.2511,0.3503,0.3985,,Mining
2026-04-07,HDFCBANK,HOLD,0.3495,WEAK,0.2568,0.3495,0.3937,,Banking
2026-04-07,SBIN,HOLD,0.3386,WEAK,0.295,0.3386,0.3664,,Banking
2026-04-07,POWERGRID,HOLD,0.3377,WEAK,0.3125,0.3377,0.3498,,Power
2026-04-07,INFY,HOLD,0.3286,WEAK,0.2667,0.3286,0.4048,,IT
2026-04-07,EICHERMOT,HOLD,0.3109,WEAK,0.2937,0.3109,0.3954,,Auto
2026-04-07,WIPRO,HOLD,0.2819,WEAK,0.2755,0.2819,0.4427,,IT
