date,symbol,signal,confidence,strength,prob_up,prob_flat,prob_down,position_size_pct,sector
2026-04-08,HEROMOTOCO,SELL,0.5922,STRONG,0.2025,0.2053,0.5922,0.05,Auto
2026-04-08,DRREDDY,SELL,0.5145,MODERATE,0.1773,0.3082,0.5145,0.03,Pharma
2026-04-08,BPCL,SELL,0.5006,MODERATE,0.1683,0.3311,0.5006,0.03,Oil & Gas
2026-04-08,CIPLA,SELL,0.4724,MODERATE,0.1869,0.3407,0.4724,0.03,Pharma
2026-04-08,BAJAJ-AUTO,SELL,0.4711,MODERATE,0.2591,0.2698,0.4711,0.03,Auto
2026-04-08,WIPRO,SELL,0.4525,MODERATE,0.224,0.3235,0.4525,0.03,IT
2026-04-08,LT,HOLD,0.4892,WEAK,0.1454,0.4892,0.3654,,Infrastructure
2026-04-08,HINDALCO,HOLD,0.4832,WEAK,0.1851,0.4832,0.3317,,Metals
2026-04-08,M&M,HOLD,0.4721,WEAK,0.2087,0.4721,0.3192,,Auto
2026-04-08,TITAN,HOLD,0.4697,WEAK,0.2191,0.4697,0.3112,,Consumer Goods
2026-04-08,HDFCBANK,HOLD,0.4635,WEAK,0.2008,0.4635,0.3356,,Banking
2026-04-08,HINDUNILVR,HOLD,0.4635,WEAK,0.1859,0.4635,0.3506,,FMCG
2026-04-08,TCS,HOLD,0.463,WEAK,0.1741,0.463,0.3628,,IT
2026-04-08,LTIM,HOLD,0.4532,WEAK,0.1818,0.4532,0.3649,,IT
2026-04-08,APOLLOHOSP,HOLD,0.4477,WEAK,0.1991,0.4477,0.3532,,Healthcare
2026-04-08,SBILIFE,HOLD,0.4433,WEAK,0.2181,0.4433,0.3386,,Insurance
2026-04-08,NESTLEIND,HOLD,0.443,WEAK,0.1936,0.443,0.3633,,FMCG
2026-04-08,HDFCLIFE,HOLD,0.442,WEAK,0.1931,0.442,0.3649,,Insurance
2026-04-08,BHARTIARTL,HOLD,0.4329,WEAK,0.2271,0.4329,0.34,,Telecom
2026-04-08,AXISBANK,HOLD,0.4278,WEAK,0.2579,0.4278,0.3144,,Banking
2026-04-08,MARUTI,HOLD,0.4233,WEAK,0.1875,0.4233,0.3892,,Auto
2026-04-08,RELIANCE,HOLD,0.4182,WEAK,0.19,0.4182,0.3918,,Conglomerate
2026-04-08,BRITANNIA,HOLD,0.4125,WEAK,0.2166,0.4125,0.3709,,FMCG
2026-04-08,ULTRACEMCO,HOLD,0.4064,WEAK,0.2189,0.4064,0.3746,,Cement
2026-04-08,ADANIPORTS,HOLD,0.4017,WEAK,0.2187,0.4017,0.3796,,Infrastructure
2026-04-08,ITC,HOLD,0.4017,WEAK,0.1752,0.4017,0.4231,,FMCG
2026-04-08,BAJFINANCE,HOLD,0.3987,WEAK,0.2391,0.3987,0.3622,,Financial Services
2026-04-08,ONGC,HOLD,0.3985,WEAK,0.2157,0.3985,0.3858,,Oil & Gas
2026-04-08,JSWSTEEL,HOLD,0.3975,WEAK,0.2848,0.3975,0.3177,,Metals
2026-04-08,HCLTECH,HOLD,0.3932,WEAK,0.1966,0.3932,0.4102,,IT
2026-04-08,COALINDIA,HOLD,0.3927,WEAK,0.2353,0.3927,0.372,,Mining
2026-04-08,SBIN,HOLD,0.3918,WEAK,0.2553,0.3918,0.3529,,Banking
2026-04-08,BAJAJFINSV,HOLD,0.3845,WEAK,0.229,0.3845,0.3865,,Financial Services
2026-04-08,GRASIM,HOLD,0.3828,WEAK,0.2477,0.3828,0.3694,,Cement
2026-04-08,INFY,HOLD,0.3826,WEAK,0.1937,0.3826,0.4238,,IT
2026-04-08,TATACONSUM,HOLD,0.3818,WEAK,0.229,0.3818,0.3891,,FMCG
2026-04-08,TATASTEEL,HOLD,0.3797,WEAK,0.2765,0.3797,0.3439,,Metals
2026-04-08,POWERGRID,HOLD,0.3695,WEAK,0.2335,0.3695,0.3971,,Power
2026-04-08,UPL,HOLD,0.3677,WEAK,0.2575,0.3677,0.3748,,Chemicals
2026-04-08,KOTAKBANK,HOLD,0.367,WEAK,0.2722,0.367,0.3608,,Banking
2026-04-08,TECHM,HOLD,0.3628,WEAK,0.2022,0.3628,0.435,,IT
2026-04-08,SUNPHARMA,HOLD,0.3578,WEAK,0.2205,0.3578,0.4217,,Pharma
2026-04-08,ADANIENT,HOLD,0.3538,WEAK,0.3291,0.3538,0.3171,,Conglomerate
2026-04-08,NTPC,HOLD,0.3523,WEAK,0.2156,0.3523,0.432,,Power
2026-04-08,ASIANPAINT,HOLD,0.3514,WEAK,0.234,0.3514,0.4145,,Consumer Goods
2026-04-08,INDUSINDBK,HOLD,0.3325,WEAK,0.256,0.3325,0.4114,,Banking
2026-04-08,DIVISLAB,HOLD,0.3284,WEAK,0.2264,0.3284,0.4452,,Pharma
2026-04-08,ICICIBANK,HOLD,0.3254,WEAK,0.2657,0.3254,0.4089,,Banking
2026-04-08,EICHERMOT,HOLD,0.2806,WEAK,0.271,0.2806,0.4483,,Auto
