date,symbol,signal,confidence,strength,prob_up,prob_flat,prob_down,position_size_pct,sector
2026-03-25,HINDALCO,BUY,0.544,MODERATE,0.544,0.2352,0.2208,0.03,Metals
2026-03-25,HEROMOTOCO,BUY,0.5304,MODERATE,0.5304,0.2116,0.2579,0.03,Auto
2026-03-25,LTIM,BUY,0.5176,MODERATE,0.5176,0.2174,0.2649,0.03,IT
2026-03-25,UPL,BUY,0.5131,MODERATE,0.5131,0.2274,0.2595,0.03,Chemicals
2026-03-25,ADANIENT,BUY,0.5001,MODERATE,0.5001,0.2581,0.2418,0.03,Conglomerate
2026-03-25,M&M,BUY,0.487,MODERATE,0.487,0.2679,0.2451,0.03,Auto
2026-03-25,BAJAJFINSV,BUY,0.4841,MODERATE,0.4841,0.2615,0.2544,0.03,Financial Services
2026-03-25,JSWSTEEL,BUY,0.4754,MODERATE,0.4754,0.255,0.2696,0.03,Metals
2026-03-25,ICICIBANK,BUY,0.465,MODERATE,0.465,0.3096,0.2254,0.03,Banking
2026-03-25,COALINDIA,BUY,0.4619,MODERATE,0.4619,0.2666,0.2716,0.03,Mining
2026-03-25,ITC,HOLD,0.5175,WEAK,0.1904,0.5175,0.2921,,FMCG
2026-03-25,RELIANCE,HOLD,0.5027,WEAK,0.2426,0.5027,0.2546,,Conglomerate
2026-03-25,BRITANNIA,HOLD,0.4776,WEAK,0.3242,0.4776,0.1982,,FMCG
2026-03-25,TCS,HOLD,0.4644,WEAK,0.2791,0.4644,0.2565,,IT
2026-03-25,POWERGRID,BUY,0.4615,MODERATE,0.4615,0.2351,0.3033,,Power
2026-03-25,EICHERMOT,BUY,0.4602,MODERATE,0.4602,0.2714,0.2683,,Auto
2026-03-25,ASIANPAINT,HOLD,0.4587,WEAK,0.3355,0.4587,0.2058,,Consumer Goods
2026-03-25,NTPC,BUY,0.4549,MODERATE,0.4549,0.2643,0.2808,,Power
2026-03-25,TITAN,HOLD,0.4465,WEAK,0.3287,0.4465,0.2247,,Consumer Goods
2026-03-25,SUNPHARMA,HOLD,0.4431,WEAK,0.2588,0.4431,0.2981,,Pharma
2026-03-25,SBIN,HOLD,0.4407,WEAK,0.35,0.4407,0.2094,,Banking
2026-03-25,BHARTIARTL,HOLD,0.4401,WEAK,0.3084,0.4401,0.2516,,Telecom
2026-03-25,NESTLEIND,HOLD,0.4267,WEAK,0.3236,0.4267,0.2498,,FMCG
2026-03-25,SBILIFE,HOLD,0.4201,WEAK,0.3482,0.4201,0.2317,,Insurance
2026-03-25,CIPLA,HOLD,0.4178,WEAK,0.2986,0.4178,0.2836,,Pharma
2026-03-25,HDFCBANK,HOLD,0.412,WEAK,0.3353,0.412,0.2528,,Banking
2026-03-25,DIVISLAB,HOLD,0.4072,WEAK,0.3449,0.4072,0.2479,,Pharma
2026-03-25,HINDUNILVR,HOLD,0.4021,WEAK,0.3532,0.4021,0.2447,,FMCG
2026-03-25,HCLTECH,HOLD,0.3953,WEAK,0.3801,0.3953,0.2247,,IT
2026-03-25,APOLLOHOSP,HOLD,0.3804,WEAK,0.3417,0.3804,0.278,,Healthcare
2026-03-25,MARUTI,HOLD,0.3707,WEAK,0.3802,0.3707,0.2492,,Auto
2026-03-25,LT,HOLD,0.3657,WEAK,0.3758,0.3657,0.2585,,Infrastructure
2026-03-25,AXISBANK,HOLD,0.3535,WEAK,0.4136,0.3535,0.233,,Banking
2026-03-25,ULTRACEMCO,HOLD,0.3396,WEAK,0.3919,0.3396,0.2685,,Cement
2026-03-25,TECHM,HOLD,0.3388,WEAK,0.3877,0.3388,0.2735,,IT
2026-03-25,GRASIM,HOLD,0.3283,WEAK,0.3945,0.3283,0.2772,,Cement
2026-03-25,INFY,HOLD,0.3232,WEAK,0.4236,0.3232,0.2532,,IT
2026-03-25,ONGC,HOLD,0.3188,WEAK,0.3508,0.3188,0.3305,,Oil & Gas
2026-03-25,TATACONSUM,HOLD,0.3162,WEAK,0.3639,0.3162,0.3198,,FMCG
2026-03-25,WIPRO,HOLD,0.3147,WEAK,0.3583,0.3147,0.327,,IT
2026-03-25,KOTAKBANK,HOLD,0.3142,WEAK,0.397,0.3142,0.2888,,Banking
2026-03-25,HDFCLIFE,HOLD,0.3063,WEAK,0.4127,0.3063,0.281,,Insurance
2026-03-25,DRREDDY,HOLD,0.3038,WEAK,0.3407,0.3038,0.3555,,Pharma
2026-03-25,ADANIPORTS,HOLD,0.2995,WEAK,0.4354,0.2995,0.2652,,Infrastructure
2026-03-25,BAJAJ-AUTO,HOLD,0.2943,WEAK,0.4206,0.2943,0.2851,,Auto
2026-03-25,INDUSINDBK,HOLD,0.2833,WEAK,0.432,0.2833,0.2846,,Banking
2026-03-25,BPCL,HOLD,0.2792,WEAK,0.373,0.2792,0.3478,,Oil & Gas
2026-03-25,BAJFINANCE,HOLD,0.2466,WEAK,0.4424,0.2466,0.311,,Financial Services
2026-03-25,TATASTEEL,HOLD,0.2451,WEAK,0.4349,0.2451,0.32,,Metals
